Full Course Name,Course Code
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary,ED 4694
ISNS 3373 Our Nearest Neighbors in the Sky,ISNS 3373
NSC 3361 Introduction to Neuroscience,NSC 3361
"GEOS 1303 Physical Geology,",GEOS 1303
"GEOS 1304 History of Earth and Life,",GEOS 1304
GEOS 2310 Environmental Geology,GEOS 2310
ED 3314 The American Public School,ED 3314
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
ED 4351 ESL for K-12 Teachers ,ED 4351
ED 4353 Reading in Secondary Content,ED 4353
AMS 4300 Oral and Written Communication for the Classroom,AMS 4300
ED 3371 Curriculum and Instruction in the Natural Sciences,ED 3371
ED 4361 Classroom Management Secondary,ED 4361
ED 4372 Educational Technology,ED 4372
ISNS 2367 The Oceans,ISNS 2367
or ISNS 2359 Earthquakes and Volcanoes,ISNS 2359
ISNS 2368 Weather and Climate,ISNS 2368
or ISNS 2366 Global Climate Change,ISNS 2366
BIS 4306 Strategies for Diversity in Education,BIS 4306
CHEM 1312 General Chemistry II,CHEM 1312
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
COMM 1311 Survey of Oral and Technology-based Communication,COMM 1311
RHET 1302 Rhetoric,RHET 1302
MATH 1314 College Algebra,MATH 1314
AMS 2341 American Studies for the Twenty-First Century,AMS 2341
or AMS 2300 American Popular Culture ,AMS 2300
or HUMA 1301 Exploration of the Humanities,HUMA 1301
ARTS 1301 Exploration of the Arts,ARTS 1301
HIST 1301 U.S. History Survey to Civil War,HIST 1301
HIST 1302 U.S. History Survey from Civil War,HIST 1302
GOVT 2305 American National Government,GOVT 2305
GOVT 2306 State and Local Government,GOVT 2306
ECON 2301 Principles of Macroeconomics,ECON 2301
ECON 2302 Principles of Microeconomics,ECON 2302
STAT 1342 Statistical Decision Making,STAT 1342
or EPPS 2302 Methods of Quantitative Analysis in the Social and Policy Sciences,EPPS 2302
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary,ED 4694
ECON 3332 Economic Geography,ECON 3332
or ECON 3337 Economics of Poverty and Inequality,ECON 3337
GEOG 2302 The Global Environment,GEOG 2302
or GEOG 2303 People and Place: An Introduction to World Geographic Regions,GEOG 2303
GEOG 3331 Urban Growth and Structure,GEOG 3331
or GEOG 3359 Human Migration and Mobility: Global Patterns,GEOG 3359
or GEOG 3370 The Global Economy,GEOG 3370
PSCI 3323 American Federalism,PSCI 3323
or PSCI 3362 The American Political Institutions,PSCI 3362
ED 3314 The American Public School,ED 3314
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
ED 4351 ESL for K-12 Teachers ,ED 4351
ED 4353 Reading in Secondary Content,ED 4353
AMS 4300 Oral and Written Communication for the Classroom,AMS 4300
AMS 4305 World History for Teachers,AMS 4305
ED 3382 Curriculum and Instruction in Social Studies,ED 3382
ED 4361 Classroom Management Secondary,ED 4361
HIST 2301 History of Texas,HIST 2301
BIS 4306 Strategies for Diversity in Education,BIS 4306
ED 4372 Educational Technology,ED 4372
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
COMM 1311 Survey of Oral and Technology-based Communication,COMM 1311
RHET 1302 Rhetoric,RHET 1302
"MATH 1325 Applied Calculus I, ",MATH 1325
AMS 2341 American Studies for the Twenty-First Century,AMS 2341
or AMS 2300 American Popular Culture ,AMS 2300
or HUMA 1301 Exploration of the Humanities,HUMA 1301
ARTS 1301 Exploration of the Arts,ARTS 1301
HIST 1301 U.S. History Survey to Civil War,HIST 1301
HIST 1302 U.S. History Survey from Civil War,HIST 1302
GOVT 2305 American National Government,GOVT 2305
GOVT 2306 State and Local Government,GOVT 2306
GEOG 2303 People and Place: An Introduction to World Geographic Regions,GEOG 2303
ECON 2301 Principles of Macroeconomics,ECON 2301
GEOG 2302 The Global Environment,GEOG 2302
AMS 4305 World History for Teachers,AMS 4305
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary,ED 4694
"ECON 2302 Principles of Microeconomics, ",ECON 2302
ECON 3310 Intermediate Microeconomic Theory,ECON 3310
ECON 3311 Intermediate Macroeconomic Theory,ECON 3311
ECON 3330 Economics of Health,ECON 3330
or ECON 3337 Economics of Poverty and Inequality,ECON 3337
or ECON 3381 Economic History,ECON 3381
ED 3314 The American Public School,ED 3314
ED 3382 Curriculum and Instruction in Social Studies,ED 3382
ED 4353 Reading in Secondary Content,ED 4353
ED 4361 Classroom Management Secondary,ED 4361
AMS 4300 Oral and Written Communication for the Classroom,AMS 4300
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
ED 4372 Educational Technology,ED 4372
ECON 4320 Public Sector Economics,ECON 4320
or ECON 4345 Industrial Organization,ECON 4345
ECON 3312 Money and Banking,ECON 3312
ECON 4310 Managerial Economics,ECON 4310
ECON 4360 International Trade,ECON 4360
ECON 4362 Development Economics,ECON 4362
ECON 4382 International Finance,ECON 4382
BIS 4306 Strategies for Diversity in Education,BIS 4306
ED 4351 ESL for K-12 Teachers,ED 4351
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
HIST 2301 History of Texas,HIST 2301
STAT 1342 Statistical Decision Making,STAT 1342
or EPPS 2302 Methods of Quantitative Analysis in the Social and Policy Sciences,EPPS 2302
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
